;Сумка с инструментом;Production;Ok;Сумка с инструментом;;N/A;sz;Production;10.04.23 Рюкзак для инструментов
;Сумка с инструментом;Production;Ok;Сумка с инструментом;;N/A;sz;Production;10.04.23 Рюкзак для инструментов
;Вакуумный насос (250512);Production;Ok;Вакуумный насос;;250512;sz;Production;
;Вакуумный насос (2204);Production;Ok;Вакуумный насос;;2204;sz;Production;
;Вакуумный насос (???);Production;Ok;Вакуумный насос;;???;sz;Production;
;Вакуумный насос;Production;Ok;Вакуумный насос;;N/A;sz;Production;
;Станция эвакуации фреона;Production;Ok;Станция эвакуации фреона;;N/A;sz;Production;
;Мини-мойка / пароочиститель;Production;Ok;Мини-мойка / пароочиститель;;N/A;sz;Production;
;Мини-мойка / пароочиститель;Production;Ok;Мини-мойка / пароочиститель;;N/A;sz;Production;
;Мини-мойка / пароочиститель;Production;Ok;Мини-мойка / пароочиститель;;N/A;sz;Production;
;Мини-мойка / пароочиститель;Production;Ok;Мини-мойка / пароочиститель;;N/A;sz;Production;
;Мини-мойка / пароочиститель;Production;Ok;Мини-мойка / пароочиститель;;N/A;sz;Production;
;Стремянка / Рамные леса;Production;Ok;Стремянка / Рамные леса;;N/A;sz;Production;
;Стремянка / Рамные леса;Production;Ok;Стремянка / Рамные леса;;N/A;sz;Production;
;Сумка с инструментом;Production;Ok;Сумка с инструментом;;N/A;sz;Production;
;Ветродуй (203107);Production;Ok;Ветродуй;;203107;sz;Production;
;Перфоратор (000001);Production;Ok;Перфоратор;;000001;sz;Production;
;Болгарка (20101500127);Production;Ok;Болгарка;;20101500127;sz;Production;
;Электрорубанок;Production;Ok;Электрорубанок;;N/A;sz;Production;
;Зарядное устройство (575825/08-2);Production;Ok;Зарядное устройство;;575825/08-2;sz;Production;
;Пчелка (00261794);Production;Ok;Пчелка;;00261794;sz;Production;
;Рация;Production;Ok;Рация;;N/A;sz;Production;
;Рация;Production;Ok;Рация;;N/A;sz;Production;
;Рация;Production;Ok;Рация;;N/A;sz;Production;
;Рация;Production;Ok;Рация;;N/A;sz;Production;
;Гидравлический / ручной пресс;Production;Ok;Гидравлический / ручной пресс;;N/A;sz;Production;
;Гидравлический / ручной пресс;Production;Ok;Гидравлический / ручной пресс;;N/A;sz;Production;
;Гидравлический / ручной пресс;Production;Ok;Гидравлический / ручной пресс;;N/A;sz;Production;
;Трубогиб;Production;Ok;Трубогиб;;N/A;sz;Production;
;Развальцовка / Труборасширитель;Production;Ok;Развальцовка / Труборасширитель;;N/A;sz;Production;
;Развальцовка / Труборасширитель;Production;Ok;Развальцовка / Труборасширитель;;N/A;sz;Production;
;Мини-мойка / пароочиститель;Production;Ok;Мини-мойка / пароочиститель;;N/A;sz;Production;
;Мини-мойка / пароочиститель;Production;Ok;Мини-мойка / пароочиститель;;N/A;sz;Production;
;Пчелка (000408);Production;Ok;Пчелка;;000408;sz;Production;
;Мини-мойка / пароочиститель;Production;Ok;Мини-мойка / пароочиститель;;N/A;sz;Production;
;Мини-мойка / пароочиститель;Production;Ok;Мини-мойка / пароочиститель;;N/A;sz;Production;
;Паяльник;Production;Ok;Паяльник;;N/A;sz;Production;
;Мини-мойка / пароочиститель;Production;Ok;Мини-мойка / пароочиститель;;N/A;sz;Production;
;Трубогиб;Production;Ok;Трубогиб;;N/A;sz;Production;
;Сварочный аппарат;Production;Ok;Сварочный аппарат;;N/A;sz;Production;
;Сумка с инструментом;Production;Ok;Сумка с инструментом;;N/A;sz;Production;02.05.23 Сумка с инструментом  Рулетка 8 м  Бокорезы (на складе с 28.02.24) Круглогбуцы (на складе с 28.02.24)
;Сумка с инструментом;Production;Ok;Сумка с инструментом;;N/A;sz;Production;02.05.23 Круглогубцы
;Сварочный аппарат;Production;Ok;Сварочный аппарат;;N/A;sz;Production;склад г Астана
;Сумка с инструментом;Production;Ok;Сумка с инструментом;;N/A;sz;Production;02.05.2023 Сумка для инструмента (сдал на склад 28.02.24) Набор головок Набор отверток Набор рожковых ключей Рулетка 8 м Молоток (со склада) Уровень (со склада) Разводной ключ Нож Плоскогубцы Бокорезы Круглогубцы Набор шестигранников 28.02.24 Сумка для инструмента
;Сумка с инструментом;Production;Ok;Сумка с инструментом;;N/A;sz;Production;02.05.2023 -Сумка для инструмента Набор головок -Набор отверток Набор рожковых ключей Рулетка 8 м -Молоток  Уровень (со склада) Разводной ключ -Нож Плоскогубцы -Бокорезы -Круглогубцы -Набор шестигранников   31.01.24 Сдал: Сумка для инструмента, Набор отверток, Молоток, Нож, Бокорезы, Круглогубцы, Набор шестигранников
;Сумка с инструментом;Production;Ok;Сумка с инструментом;;N/A;sz;Production;02.05.2023 Рулетка 8 м
;Кабелерез;Production;Ok;Кабелерез;;N/A;sz;Production;02.05.23
;Кабелерез;Production;Ok;Кабелерез;;N/A;sz;Production;02.05.23
;Сумка с инструментом;Production;Ok;Сумка с инструментом;;N/A;sz;Production;02.05.2023 Набор отверток Рулетка 8 м
;Сумка с инструментом;Production;Ok;Сумка с инструментом;;N/A;sz;Production;02.05.2023 Набор отверток
;Сумка с инструментом;Production;Ok;Сумка с инструментом;;N/A;sz;Production;02.05.2023 Сумка для инструмента Набор отверток Молоток Плоскогубцы Бокорезы Круглогубцы Газовый ключ
;Сумка с инструментом;Production;Ok;Сумка с инструментом;;N/A;sz;Production;02.05.2023 Сумка для инструмента Набор головок Набор отверток Набор рожковых ключей (со склада) Рулетка 8 м Молоток (со склада) Разводной ключ Нож Плоскогубцы Бокорезы Круглогубцы Набор шестигранников
;Сумка с инструментом;Production;Ok;Сумка с инструментом;;N/A;sz;Production;02.05.2023 Сумка для инструмента Набор головок Набор отверток Набор рожковых ключей Рулетка 8 м Молоток (со склада) Разводной ключ Нож Плоскогубцы Бокорезы Круглогубцы Набор шестигранников
;Сумка с инструментом;Production;Ok;Сумка с инструментом;;N/A;sz;Production;02.05.2023 Сумка для инструмента Набор головок(со склада) Набор отверток Набор рожковых ключей (со склада) Рулетка 8 м Молоток (со склада) Уровень (со склада) Разводной ключ (со склада) Нож Плоскогубцы Бокорезы Круглогубцы Набор шестигранников
;Сумка с инструментом;Production;Ok;Сумка с инструментом;;N/A;sz;Production;02.05.2023 Сумка для инструмента Набор головок (со склада) Набор отверток Набор рожковых ключей (со склада) Рулетка 8 м Молоток (со склада) Уровень (со склада) Разводной ключ Нож Плоскогубцы Бокорезы - замена 22.04.24 Круглогубцы Набор шестигранников (со склада)
;Мини-мойка / пароочиститель;Production;Ok;Мини-мойка / пароочиститель;;N/A;sz;Production;
;Штроборез (07W32 00720);Production;Ok;Штроборез;;07W32 00720;sz;Production;
;Пчелка (00001);Production;Ok;Пчелка;;00001;sz;Production;
;Пчелка (00002);Production;Ok;Пчелка;;00002;sz;Production;
;Гидравлический / ручной пресс;Production;Ok;Гидравлический / ручной пресс;;N/A;sz;Production;
;Болгарка (17-033/2/0237);Production;Ok;Болгарка;;17-033/2/0237;sz;Production;
;Гидравлический / ручной пресс;Production;Ok;Гидравлический / ручной пресс;;N/A;sz;Production;19.05.2023
;Гидравлический / ручной пресс;Production;Ok;Гидравлический / ручной пресс;;N/A;sz;Production;19.05.2023
;Шуруповерт (W12G6PD);Production;Ok;Шуруповерт;;W12G6PD;sz;Production;
;Шуруповерт (W12GGC5);Production;Ok;Шуруповерт;;W12GGC5;sz;Production;
;Шуруповерт (W12G6N5);Production;Ok;Шуруповерт;;W12G6N5;sz;Production;
;Удлинитель (???);Production;Ok;Удлинитель;;???;sz;Production;
;Удлинитель;Production;Ok;Удлинитель;;N/A;sz;Production;
;Удлинитель;Production;Ok;Удлинитель;;N/A;sz;Production;
;Удлинитель;Production;Ok;Удлинитель;;N/A;sz;Production;
;Удлинитель;Production;Ok;Удлинитель;;N/A;sz;Production;
;Кабелерез;Production;Ok;Кабелерез;;N/A;sz;Production;
;Удлинитель;Production;Ok;Удлинитель;;N/A;sz;Production;3*1,5 25 м
;Удлинитель;Production;Ok;Удлинитель;;N/A;sz;Production;3*1,5 25 м
;Сварочный аппарат;Production;Ok;Сварочный аппарат;;N/A;sz;Production;
;Сварочный аппарат;Production;Ok;Сварочный аппарат;;N/A;sz;Production;
;Сумка с инструментом;Production;Ok;Сумка с инструментом;;N/A;sz;Production;28.07.23 Сумка для инструментов STST1-73615 Stanley											 Набор инструментов 23110 Proxxon											 Набор отверток 0-65-009 Stanley											 Набор ключей 23800 Proxxon											 Рулетка 0-30-457 Stanley											 Молоток YT-4563 YATO																					 Ключ разводной YT-21651 YATO											 Нож 0-10-088 Stanley											 Плоскогубцы STHT0-74456 Stanley																						 Бокорезы YT-20433 YATO
;Кабелерез;Production;Ok;Кабелерез;;N/A;sz;Production;
;Стремянка / Рамные леса;Production;Ok;Стремянка / Рамные леса;;N/A;sz;Production;
;Стремянка / Рамные леса;Production;Ok;Стремянка / Рамные леса;;N/A;sz;Production;
;Маркиратор (PGM2102212003408);Production;Ok;Маркиратор;;PGM2102212003408;sz;Production;
;Стремянка / Рамные леса;Production;Ok;Стремянка / Рамные леса;;N/A;sz;Production;
;Болгарка (000002);Production;Ok;Болгарка;;000002;sz;Production;
;Пылесос промышленный;Production;Ok;Пылесос промышленный;;N/A;sz;Production;KFI 357 6.959-130.0  - мешки
;Пылесос промышленный;Production;Ok;Пылесос промышленный;;N/A;sz;Production;
;Перфоратор (000076);Production;Ok;Перфоратор;;000076;sz;Production;Требуется смазка
;Пчелка (420490);Production;Ok;Пчелка;;420490;sz;Production;
;Кабелерез;Production;Ok;Кабелерез;;N/A;sz;Production;
;Манифолд;Production;Ok;Манифолд;;N/A;sz;Production;
;Гидравлический / ручной пресс;Production;Ok;Гидравлический / ручной пресс;;N/A;sz;Production;
;Манифолд;Production;Ok;Манифолд;;N/A;sz;Production;
;Гидравлический / ручной пресс;Production;Ok;Гидравлический / ручной пресс;;N/A;sz;Production;
;Болгарка;Production;Ok;Болгарка;;N/A;sz;Production;
;Перфоратор (0 611 272 100);Production;Ok;Перфоратор;;0 611 272 100;sz;Production;
;Гидравлический / ручной пресс (2206);Production;Ok;Гидравлический / ручной пресс;;2206;sz;Production;
;Перфоратор (020808190);Production;Ok;Перфоратор;;020808190;sz;Production;
;Гидравлический / ручной пресс;Production;Ok;Гидравлический / ручной пресс;;N/A;sz;Production;
;Пила;Production;Ok;Пила;;N/A;sz;Production;
;Присоски;Production;Ok;Присоски;;N/A;sz;Production;
;Присоски;Production;Ok;Присоски;;N/A;sz;Production;
;Присоски;Production;Ok;Присоски;;N/A;sz;Production;
;Пчелка (170341G);Production;Ok;Пчелка;;170341G;sz;Production;
;Сварочный аппарат (8070152);Production;Ok;Сварочный аппарат;;8070152;sz;Production;
;Сумка с инструментом;Production;Ok;Сумка с инструментом;;N/A;sz;Production;
;Сумка с инструментом;Production;Ok;Сумка с инструментом;;N/A;sz;Production;28.02.24 Бокорезы Круглогубцы
;Сумка с инструментом;Production;Ok;Сумка с инструментом;;N/A;sz;Production;28.02.24 Сумка для инструментов Молоток
;Сумка с инструментом;Production;Ok;Сумка с инструментом;;N/A;sz;Production;28.02.24 Сумка с инструментом 22.04.24 Бокорезы
